name,i,the,you,to,and,a,me,it,not,in,my,is,of,your,that,do,on,are,we,am,will,all,for,no,be,have,love,so,know,this,but,with,what,just,when,like,now,que,time,can,come,de,there,go,up,oh,la,one,they
Mickie Krause,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Rumble Strips,13.0,5.0,10.0,4.0,10.0,5.0,3.0,11.0,11.0,10.0,36.0,7.0,0.0,0.0,4.0,8.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0
Deryl Dodd,0.0,1.0,0.0,1.0,5.0,4.0,0.0,5.0,0.0,10.0,0.0,5.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0
Pablo Milanés,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Clutch,6.0,17.0,2.0,7.0,2.0,5.0,2.0,1.0,1.0,0.0,2.0,6.0,5.0,0.0,2.0,1.0,11.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
Pinback,9.0,9.0,2.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,6.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0
Mike + The Mechanics,12.0,2.0,14.0,13.0,6.0,14.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Baumer,29.0,3.0,28.0,4.0,1.0,16.0,0.0,22.0,8.0,3.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,12.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0
The Colour,0.0,11.0,41.0,28.0,5.0,2.0,18.0,5.0,0.0,0.0,0.0,2.0,0.0,8.0,8.0,1.0,10.0,11.0,8.0,0.0,1.0,7.0,2.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0
91 Suite,21.0,5.0,30.0,6.0,5.0,14.0,2.0,6.0,10.0,2.0,21.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,14.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Peter Gallagher,51.0,4.0,7.0,6.0,5.0,2.0,4.0,5.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dave Barnes,7.0,5.0,0.0,5.0,4.0,2.0,3.0,5.0,3.0,1.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,5.0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Thumb,0.0,1.0,6.0,12.0,5.0,6.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,8.0,23.0,0.0,6.0,5.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Fame,19.0,11.0,13.0,4.0,7.0,0.0,21.0,4.0,0.0,0.0,1.0,1.0,8.0,20.0,4.0,2.0,0.0,1.0,0.0,5.0,0.0,6.0,3.0,0.0,6.0,2.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0
Lizz Wright,7.0,0.0,3.0,2.0,0.0,0.0,14.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Go! Team,8.0,5.0,6.0,2.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Penumbra,0.0,2.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Paul McCartney,3.0,23.0,8.0,5.0,0.0,11.0,1.0,2.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,84.0,2.0,0.0
Robben Ford & The Blue Line,11.0,2.0,3.0,2.0,8.0,3.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
E.C. Illa,8.0,24.0,12.0,8.0,23.0,4.0,0.0,9.0,0.0,10.0,5.0,2.0,3.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,6.0,0.0,0.0,3.0,2.0,3.0,2.0,2.0,7.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0
El Símbolo,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0
Kaleidoscope,0.0,8.0,6.0,3.0,4.0,5.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,12.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,4.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Torture Killer,6.0,21.0,4.0,20.0,0.0,5.0,0.0,1.0,1.0,8.0,2.0,1.0,6.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Nu Shooz,35.0,4.0,11.0,5.0,0.0,0.0,7.0,2.0,30.0,2.0,4.0,9.0,0.0,5.0,2.0,1.0,5.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,4.0,7.0,3.0,3.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0
Little Man Tate,17.0,3.0,0.0,4.0,4.0,7.0,2.0,2.0,11.0,0.0,10.0,16.0,1.0,0.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,15.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Hilary Duff,10.0,7.0,14.0,1.0,4.0,2.0,16.0,13.0,0.0,1.0,0.0,4.0,0.0,8.0,6.0,14.0,7.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0,19.0,0.0,50.0,0.0,4.0,1.0,0.0,14.0,0.0,16.0,2.0,0.0,1.0,0.0,3.0,13.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0
Crash Romeo,22.0,3.0,31.0,3.0,2.0,4.0,8.0,0.0,8.0,2.0,7.0,7.0,3.0,9.0,2.0,1.0,5.0,1.0,0.0,3.0,7.0,5.0,4.0,0.0,1.0,4.0,0.0,2.0,1.0,12.0,5.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scary Kids Scaring Kids,4.0,18.0,14.0,2.0,1.0,0.0,7.0,7.0,10.0,2.0,4.0,7.0,0.0,3.0,11.0,4.0,0.0,6.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,7.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0
The Idle Race,9.0,14.0,6.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,3.0,3.0,1.0,5.0,0.0,0.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
yourcodenameis:milo,2.0,8.0,7.0,0.0,1.0,5.0,3.0,8.0,3.0,0.0,2.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Sugar Ray,0.0,3.0,8.0,2.0,2.0,4.0,8.0,1.0,7.0,4.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Masta Killa,3.0,29.0,5.0,13.0,3.0,7.0,1.0,5.0,5.0,5.0,1.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,8.0,10.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Rob Rock,0.0,15.0,8.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
The Guess Who,5.0,2.0,10.0,5.0,12.0,2.0,1.0,3.0,9.0,1.0,2.0,2.0,2.0,28.0,4.0,2.0,0.0,9.0,2.0,1.0,0.0,16.0,3.0,2.0,1.0,10.0,0.0,8.0,3.0,0.0,5.0,0.0,3.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
The Hombres,2.0,5.0,1.0,1.0,1.0,7.0,0.0,10.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Celldweller,21.0,28.0,16.0,48.0,16.0,12.0,18.0,28.0,20.0,4.0,20.0,17.0,8.0,6.0,0.0,6.0,0.0,6.0,3.0,2.0,16.0,0.0,12.0,2.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,10.0,6.0,0.0,0.0,0.0,2.0,18.0
Seven Day Jesus,0.0,25.0,17.0,7.0,7.0,0.0,6.0,21.0,2.0,4.0,0.0,1.0,6.0,4.0,0.0,1.0,1.0,1.0,6.0,0.0,7.0,8.0,13.0,0.0,7.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
The Crazy World of Arthur Brown,11.0,2.0,25.0,10.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,5.0,0.0,1.0,9.0,3.0,0.0,3.0,0.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
Stillste Stund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juice Leskinen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mazzy Star,7.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Traveling Wilburys,16.0,6.0,18.0,2.0,4.0,0.0,0.0,5.0,7.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Kevin Max,11.0,17.0,6.0,12.0,13.0,8.0,7.0,11.0,1.0,1.0,2.0,7.0,8.0,2.0,5.0,1.0,1.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Soulsister,23.0,0.0,9.0,7.0,2.0,3.0,2.0,2.0,7.0,3.0,10.0,3.0,1.0,2.0,5.0,8.0,1.0,0.0,0.0,9.0,4.0,2.0,2.0,1.0,4.0,10.0,12.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Excalion,3.0,5.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Adele,24.0,16.0,43.0,14.0,17.0,12.0,9.0,9.0,6.0,2.0,4.0,6.0,4.0,2.0,11.0,5.0,4.0,5.0,1.0,11.0,3.0,6.0,8.0,0.0,3.0,4.0,2.0,0.0,4.0,3.0,3.0,6.0,1.0,5.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0
New Bruises,6.0,4.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,7.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
the pillows,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julie Doiron,16.0,24.0,13.0,8.0,8.0,8.0,8.0,7.0,9.0,4.0,8.0,2.0,1.0,11.0,7.0,7.0,12.0,2.0,8.0,1.0,2.0,3.0,1.0,0.0,7.0,2.0,0.0,2.0,3.0,5.0,0.0,3.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
Pastora,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Marco Calliari,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
Cinderella Effect,0.0,18.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Byzantine,2.0,9.0,1.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DJ Unk,23.0,23.0,14.0,10.0,3.0,6.0,9.0,25.0,1.0,7.0,12.0,1.0,2.0,4.0,1.0,8.0,7.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,8.0,4.0,2.0,6.0,4.0,0.0,4.0,7.0,23.0,0.0,2.0,1.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,4.0,9.0
Bob Mould,1.0,7.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Don Johnson Big Band,8.0,21.0,5.0,12.0,17.0,10.0,2.0,11.0,4.0,1.0,2.0,2.0,9.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Toxic Holocaust,0.0,4.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Leverage,0.0,10.0,9.0,3.0,3.0,3.0,0.0,2.0,4.0,3.0,0.0,0.0,3.0,5.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
Left Hand Solution,5.0,5.0,6.0,2.0,4.0,12.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0
The Hold Steady,2.0,13.0,1.0,1.0,22.0,10.0,0.0,2.0,7.0,4.0,0.0,4.0,8.0,1.0,8.0,0.0,2.0,6.0,15.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,11.0,3.0,0.0,0.0,1.0,7.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,6.0
Jimmie Lunceford,20.0,9.0,0.0,2.0,2.0,4.0,3.0,5.0,14.0,0.0,1.0,4.0,3.0,0.0,6.0,9.0,1.0,0.0,1.0,5.0,3.0,11.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Månegarm,15.0,52.0,3.0,11.0,12.0,6.0,3.0,0.0,0.0,10.0,8.0,6.0,22.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
Emmanuel Moire,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
Ian Dury and the Blockheads,2.0,2.0,5.0,5.0,7.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time Requiem,2.0,21.0,12.0,12.0,5.0,2.0,3.0,3.0,1.0,2.0,1.0,6.0,12.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,4.0,3.0,1.0,9.0,5.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0
Falsalarma,0.0,15.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Suga Free,10.0,22.0,18.0,11.0,18.0,15.0,1.0,9.0,13.0,6.0,2.0,3.0,2.0,3.0,6.0,7.0,2.0,0.0,3.0,2.0,4.0,1.0,6.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,3.0,5.0,2.0,3.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
William Shatner,14.0,13.0,27.0,10.0,0.0,1.0,0.0,5.0,7.0,4.0,0.0,1.0,1.0,6.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
